"Company Name","Financial Year",PSU/Non-PSU,"CSR State","CSR Development Sector","CSR Sub Development Sector","Project Amount Spent (In INR Cr.)"
"MAGNUM MI STEEL PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.25
"INFOSYS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",32.33277848
"UNINAV DEVELOPERS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.425
"ATC PRECISION COMPONENTS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.15
"KOTAK SECURITIES LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1991897
"EASTERN BEARINGS PRIVATE LIMITED.","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.2
"JINDAL POLY FILMS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.000023672
"INNOVISION LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.1682303
"JINDAL (INDIA) LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.3636037
"SKB CIVILTECH PROJECTS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.02
"SKB CIVILTECH PROJECTS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.0021
"SKB CIVILTECH PROJECTS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.02
"SKB CIVILTECH PROJECTS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.0126
"SKB CIVILTECH PROJECTS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.01281
"SKB CIVILTECH PROJECTS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.0263
"MEDIACOM COMMUNICATIONS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0772646
"LOUIS DREYFUS COMPANY INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0
"PRAZIM TRADING AND INVESTMENT COMPANY PRIVATE LIMITED.","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0
"NAPINO CONTROL SYSTEMS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.02856
"NAPINO CONTROL SYSTEMS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.25
"IPE GLOBAL LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.02
"SHIVANK UDYOG LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0034
"INDOPET POLYMER PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.2
"APL APOLLO TUBES LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0
"ALUTECH PACKAGING PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0000025
"ALUTECH PACKAGING PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.0000025
"APOLLO METALEX PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0
"MADHEPURA ELECTRIC LOCOMOTIVE PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0
"PALIWAL INFRASTRUCTURE PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.04
"OOMS POLYMER MODIFIED BITUMEN PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.06
"OOMS POLYMER MODIFIED BITUMEN PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.01
"VSP ENTERPRISES PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.219738651
"VISTA RETAIL PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.0707
"PALIWAL OVERSEAS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.11
"UNITY BUILDWELL LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.185
"BASANT PROJECTS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.25
"AGGARWAL PLAZA PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.15
"UPAL DEVELOPERS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.001
"AXIS BANK LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1712192
"SBI CARDS AND PAYMENT SERVICES LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",1.0086791
"VELOCIS SYSTEMS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0204
"SONAL MERCANTILE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.040428483
"MYLAN LABORATORIES LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.5972559
"FIL INDIA BUSINESS AND RESEARCH SERVICES PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.3403833
"RUDRAVEERYA INFRAPROJECTS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.1257686
"PIRAMAL CAPITAL & HOUSING FINANCE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.2
"KOTAK MAHINDRA BANK LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.75
"GROZ ENGINEERING TOOLS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0
"EICHER MOTORS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.4868054
"CAPARO FINANCIAL SOLUTIONS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.015
"CAPARO FINANCIAL SOLUTIONS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0434
"VANDHANA INTERNATIONAL PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0133325
"VANDHANA INTERNATIONAL PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.07
"R S COMPONENTS AND CONTROLS (INDIA) LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.095
"UTSAH ENGINEERING PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.258684
"NORTH EASTERN CARRYING CORPORATION LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0962
"GEE CEE HYDRO POWER PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1188
"NIPA INTERNATIONAL PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.115
"SUNAIR HOTELS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.07453
"SANKALP AGENCIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.03
"KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.2
"KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.08
"JENKO BUSINESS PVT LTD","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.064
"ANANT RAJ LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",1.63
"ANANT RAJ LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.02
"AVANT GARDE CLEANROOM & ENGG. SOLUTIONS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0178191
"AVANT GARDE CLEANROOM & ENGG. SOLUTIONS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0
"APOLLOMEDICS INTERNATIONAL LIFESCIENCES LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1261008
"UNIFIED CREDIT SOLUTIONS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.06
"UNIFIED CREDIT SOLUTIONS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.072872
"UNIQUE BIOTECH LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1542112
"SACHDEVA FABRIC WORLD PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.1
"SHUBHAM CHEMICALS AND SOLVENTS LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0801556
"NEXTWAVE COMMUNICATIONS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.01
"NEXTWAVE COMMUNICATIONS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0
"SUGMYA FINANCE PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.00796
"JAKSONS DEVELOPERS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.07
"PETRONET LNG LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.075
"PETRONET LNG LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.2994072
"PETRONET LNG LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.109
"PETRONET LNG LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.01
"PETRONET LNG LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0
"PETRONET LNG LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0
"BSES RAJDHANI POWER LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0
"ANG INDIA LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.2
"BSES YAMUNA POWER LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0
"COMPAC INDUSTRIES INDIA LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.1031531
"NKA FINANCIAL SERVICES PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0540503
"CENTILLION CAPITAL PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.075
"DATAVISION SYSTEMS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.30305
"MVS ENGINEERING PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.3071
"PRITAM INTERNATIONAL PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.55
"GAINWELL COMMOSALES PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.2411105
"PVR INOX LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.0446041
"PVR INOX LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",Sanitation,0.5553959
"SHREE GANESH EDIBLES PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",1.22
"EUROP ASSISTANCE INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.150292974
"PRATHAM INFRATECH PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.39
"PARAMOUNT AROMACHEM PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.01
"PARAMOUNT AROMACHEM PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.01
"PARAMOUNT AROMACHEM PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.01
"PARAMOUNT AROMACHEM PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0517721
"CONSERN PHARMA LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.01
"CONSERN PHARMA LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.00075
"CONSERN PHARMA LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.01
"AB ALCOBEV PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0412
"DAASNAV SOLUTIONS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",Sanitation,0.031
"MSB PUBLISHERS PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.209
"MERIDIAN ENTERPRISES PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.02
"HELLO VERIFY INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.193217774
"VENSAR CONSTRUCTIONS COMPANY LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",1.65
"AROON AVIATION SERVICES PRIVATE LIMITED","FY 2023-24",Non-PSU,Delhi,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.0163
