"Company Name","Financial Year",PSU/Non-PSU,"CSR State","CSR Development Sector","CSR Sub Development Sector","Project Amount Spent (In INR Cr.)"
"TRANSLLOY INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.003
"TRANSLLOY INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.01
"TRANSLLOY INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.001
"URBAN ENVIRO WASTE MANAGEMENT LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0725
"CITY CORPORATION LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.01402
"CITY CORPORATION LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0621
"EXTENTIA INFORMATION TECHNOLOGY PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.13
"EXTENTIA INFORMATION TECHNOLOGY PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.15
"EXTENTIA INFORMATION TECHNOLOGY PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.17
"SC PHARMACHEM PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.045
"SC PHARMACHEM PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",Sanitation,0.045
"SC PHARMACHEM PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.05
"SC PHARMACHEM PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.05
"THE INDIA FITNESS CONNECT PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.078
"MRS REALTY PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.012
"RENOM ENERGY SERVICES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.135
"SUN PHARMA DISTRIBUTORS LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1022808
"SUN PHARMA DISTRIBUTORS LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Safe drinking water",0.1559467
"SUN PHARMA DISTRIBUTORS LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Safe drinking water",0.0677652
"INDIFOSS ANALYTICAL PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.12
"NTT DATA INFORMATION PROCESSING SERVICES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0811
"NTT DATA INFORMATION PROCESSING SERVICES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.015
"CARDAMOM LOGISTICS ASSETS (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0352
"ESS GEE REAL ESTATE DEVELOPERS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.8382247
"SUN PETROCHEMICALS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",6
"RADIANT APPLIANCES AND ELECTRONICS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.2079
"NARAVI INFRA & UTILITIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.31
"CUPID DIAMONDS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0504
"CONGA SOFTWARE PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.02
"DUKE FASHIONS (INDIA) LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.0524475
"PRUDENT INSURANCE BROKERS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",Sanitation,0.25
"AGARWAL HOLDINGS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.5195033
"DRUVA DATA SOLUTIONS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.025855
"SHREE GANESH PRESS-N-COAT INDUSTRIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.02
"SHREE GANESH PRESS-N-COAT INDUSTRIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0198993
"SHREE GANESH PRESS-N-COAT INDUSTRIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0268083
"SHREE GANESH PRESS-N-COAT INDUSTRIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.032284252
"SHREE GANESH PRESS-N-COAT INDUSTRIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.02175
"SHREE GANESH PRESS-N-COAT INDUSTRIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.003378602
"SHREE GANESH PRESS-N-COAT INDUSTRIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.003378602
"SHREE GANESH PRESS-N-COAT INDUSTRIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.003378602
"LLOYDS ENGINEERING WORKS LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.36
"ALCON LABORATORIES (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.17696
"DIVGI TORQTRANSFER SYSTEMS LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.125
"BAJAJ FINSERV LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1
"DIACTO TECHNOLOGIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.0136442
"PREMIER LIQUOR (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.335
"BOSCH CHASSIS SYSTEMS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.355
"CENT BANK HOME FINANCE LTD.","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.3334305
"ELECTRONICA FINANCE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.02
"ELECTRONICA FINANCE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.05
"ELECTRONICA FINANCE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.03
"ELECTRONICA FINANCE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.03
"LIPI DATA SYSTEMS LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.2
"SANDEEP METALCRAFT PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.02
"SANDEEP METALCRAFT PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.058
"PITTI ENGINEERING LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.5
"PITTI ENGINEERING LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.4
"PRIYALAXMI TEXTILE MILLS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0754
"DSP ASSET MANAGERS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.09125
"DSP ASSET MANAGERS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.09125
"GEM AROMATICS LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.01
"LUMAX AUTO TECHNOLOGIES LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.08
"LUMAX AUTO TECHNOLOGIES LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.049445
"SUNJEWELS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.025
"SMOOTH LINE WRITING INSTRUMENTS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.4
"SMOOTH LINE WRITING INSTRUMENTS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.18
"HUF INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.02
"ALAN ELECTRONIC SYSTEMS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.030000011
"FSN E-COMMERCE VENTURES LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.0685986
"BORA FOODS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Safe drinking water",0.04
"IDEAS ELECTRICALS & ENGINEERS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.135
"IDEAS ELECTRICALS & ENGINEERS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.07
"KWALITY POLYTHREADS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0275
"MAGNAMIOUS SYSTEMS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.035
"MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.01
"HORIZON POLYMER ENGINEERING PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1
"BLINK DIGITAL (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.2
"BLINK DIGITAL (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.05
"ATIDAN TECHNOLOGIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.02
"ATIDAN TECHNOLOGIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.0105
"HEALTHIUM MEDTECH LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1
"V.K.A. POLYMERS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.05
"SUMITOMO CHEMICAL INDIA LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",1
"SUMITOMO CHEMICAL INDIA LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",1
"SUMITOMO CHEMICAL INDIA LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.05
"SUMITOMO CHEMICAL INDIA LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.6613
"SUMITOMO CHEMICAL INDIA LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.037
"SUMITOMO CHEMICAL INDIA LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.02
"SUMITOMO CHEMICAL INDIA LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.02
"SUMITOMO CHEMICAL INDIA LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.08
"SUMITOMO CHEMICAL INDIA LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",2
"SUMITOMO CHEMICAL INDIA LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.03
"SUMITOMO CHEMICAL INDIA LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.05
"MAANTIC TECHNOLOGIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.01
"VENTURA ( INDIA ) PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.2369
"WILHELMSEN SHIP MANAGEMENT (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",Sanitation,0.03
"WILHELMSEN SHIP MANAGEMENT (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0055
"WILHELMSEN SHIP MANAGEMENT (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",Sanitation,0.008
"SBICAP SECURITIES LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.51
"SBICAP SECURITIES LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.6154128
"SONU MONU AGRO PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.199
"UB STAINLESS LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0025
"UB STAINLESS LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.07
"UB STAINLESS LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0282291
"MADDOCK FILMS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.72
"BHARAT RE-INSURANCE BROKERS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.37
"COSCO SHIPPING LINES (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.05
"COSCO SHIPPING LINES (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.35
"JSW SEVERFIELD STRUCTURES LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1082
"VIDUSHI WIRES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0021
"VIDUSHI WIRES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.01
"VIDUSHI WIRES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0065
"VIDUSHI WIRES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0058
"VIDUSHI WIRES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.009505312
"VIDUSHI WIRES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0051
"FLATWORLD BILLING SERVICES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.055
"A-1 FACILITY AND PROPERTY MANAGERS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0985257
"ISS FACILITY SERVICES INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1
"ISS FACILITY SERVICES INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.04
"CREDILA FINANCIAL SERVICES LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.4
"CREDILA FINANCIAL SERVICES LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.35
"J.K. INVESTO TRADE (INDIA) LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.01
"BITWISE SOLUTIONS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.038375
"BITWISE SOLUTIONS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.02
"ADF FOODS LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.0573
"ADF FOODS LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.1194
"ADF FOODS LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.1433
"ADF FOODS LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.01
"ADF FOODS LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1049
"ADF FOODS LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.0276213
"ADF FOODS LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.03855
"SAMCO SECURITIES LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.00415
"SAMCO SECURITIES LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.175
"SANGKAJ BRIGHT WIRES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1013
